partition,path,class,machine,interpreter,soname,needed
system,/system/app/Chrome/Chrome.apk!/lib/armeabi-v7a/libchromium_android_linker.so,ELF32,ARM,,libchromium_android_linker.so,libc.so;libdl.so;liblog.so
system,/system/app/Chrome/Chrome.apk!/lib/armeabi-v7a/libcrashpad_handler.so,ELF32,ARM,/system/bin/linker,,libc.so;libdl.so;libm.so;liblog.so
system,/system/app/Chrome/lib/arm/libchrome.so,ELF32,ARM,/system/bin/linker,libchrome.so,libc.so;libdl.so;libm.so;libandroid.so;liblog.so;libjnigraphics.so
system,/system/app/Chrome/lib/arm/libchromium_android_linker.so,ELF32,ARM,,libchromium_android_linker.so,libc.so;libdl.so;liblog.so
system,/system/app/Chrome/lib/arm/libcrashpad_handler.so,ELF32,ARM,/system/bin/linker,,libc.so;libdl.so;libm.so;liblog.so
system,/system/app/Chrome/oat/arm/Chrome.odex,ELF32,ARM,,package.odex,
system,/system/app/CompanionDeviceManager/oat/arm/CompanionDeviceManager.odex,ELF32,ARM,,package.odex,
system,/system/app/ExtShared/oat/arm/ExtShared.odex,ELF32,ARM,,package.odex,
system,/system/app/H616_led_blink-s/H616_led_blink-s.apk!/lib/armeabi/libI2c_wr_jni.so,ELF32,ARM,/system/bin/linker,libI2c_wr_jni.so,liblog.so;libc++.so;libdl.so;libc.so;libm.so
system,/system/app/H616_led_blink-s/H616_led_blink-s.apk!/lib/armeabi/libc++.so,ELF32,ARM,,libc++.so,libc.so;libm.so;libdl.so
system,/system/app/H616_led_blink-s/lib/arm/libI2c_wr_jni.so,ELF32,ARM,/system/bin/linker,libI2c_wr_jni.so,liblog.so;libc++.so;libdl.so;libc.so;libm.so
system,/system/app/KeyChain/oat/arm/KeyChain.odex,ELF32,ARM,,package.odex,
system,/system/app/MiracastReceiver/lib/arm/libcdv_output.so,ELF32,ARM,,libcdv_output.so,libutils.so;libcutils.so;libbinder.so;libmedia.so;libui.so;libgui.so;libion.so;libcdv_playback.so;libcdx_base.so;libMemAdapter.so;libcdc_base.so;libcdx_common.so;liblog.so;libaudioclient.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/lib/arm/libcdv_playback.so,ELF32,ARM,,libcdv_playback.so,libutils.so;libcutils.so;libbinder.so;libmedia.so;libvdecoder.so;libMemAdapter.so;libcdx_base.so;libion.so;libcdx_common.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/lib/arm/libjni_WFDManager.so,ELF32,ARM,,libjni_WFDManager.so,libcutils.so;libutils.so;libgui.so;libandroid_runtime.so;libnativehelper.so;libwfdmanager.so;libwfdrtsp.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/lib/arm/libwfdmanager.so,ELF32,ARM,,libwfdmanager.so,libcutils.so;libutils.so;libwfdrtsp.so;libwfdplayer.so;libbinder.so;libmedia.so;libstagefright_foundation.so;libcdx_base.so;liblog.so;libgui.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/lib/arm/libwfdplayer.so,ELF32,ARM,,libwfdplayer.so,libcutils.so;libutils.so;libgui.so;libcdx_base.so;liblog.so;libbinder.so;libwfdrtsp.so;libcdv_playback.so;libcdv_output.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/lib/arm/libwfdrtsp.so,ELF32,ARM,,libwfdrtsp.so,libcutils.so;libutils.so;libcdx_base.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/app/MiracastReceiver/oat/arm/MiracastReceiver.odex,ELF32,ARM,,package.odex,
system,/system/app/NanoOtaBle/NanoOtaBle.apk!/lib/armeabi-v7a/libDataEncryption.so,ELF32,ARM,,libDataEncryption.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/NanoOtaBle/NanoOtaBle.apk!/lib/armeabi/libDataEncryption.so,ELF32,ARM,,libDataEncryption.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/NanoOtaBle/lib/arm/libDataEncryption.so,ELF32,ARM,,libDataEncryption.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/PacProcessor/oat/arm/PacProcessor.odex,ELF32,ARM,,package.odex,
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/arm64-v8a/libanimation-decoder-gif.so,ELF64,AArch64,,libanimation-decoder-gif.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/arm64-v8a/libdatastore_shared_counter.so,ELF64,AArch64,,libdatastore_shared_counter.so,libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/arm64-v8a/libptutils.so,ELF64,AArch64,,libptutils.so,liblog.so;libz.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/armeabi-v7a/libanimation-decoder-gif.so,ELF32,ARM,,libanimation-decoder-gif.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/armeabi-v7a/libdatastore_shared_counter.so,ELF32,ARM,,libdatastore_shared_counter.so,libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/armeabi-v7a/libptutils.so,ELF32,ARM,,libptutils.so,liblog.so;libz.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86/libanimation-decoder-gif.so,ELF32,x86,,libanimation-decoder-gif.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86/libdatastore_shared_counter.so,ELF32,x86,,libdatastore_shared_counter.so,libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86/libptutils.so,ELF32,x86,,libptutils.so,liblog.so;libz.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86_64/libanimation-decoder-gif.so,ELF64,x86-64,,libanimation-decoder-gif.so,liblog.so;libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86_64/libdatastore_shared_counter.so,ELF64,x86-64,,libdatastore_shared_counter.so,libm.so;libdl.so;libc.so
system,/system/app/ProjectivyLauncher/ProjectivyLauncher.apk!/lib/x86_64/libptutils.so,ELF64,x86-64,,libptutils.so,liblog.so;libz.so;libm.so;libdl.so;libc.so
system,/system/bin/abb,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;liblog.so;libutils.so;libselinux.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/apexd,ELF32,ARM,/system/bin/bootstrap/linker,,apex_aidl_interface-cpp.so;libutils.so;libbinder.so;liblog.so;liblogwrap.so;libbase.so;libcrypto.so;libcutils.so;libprotobuf-cpp-full.so;libziparchive.so;libselinux.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/app_process32,ELF32,ARM,/system/bin/linker,,libandroid_runtime.so;libbinder.so;libcutils.so;libhidlbase.so;liblog.so;libnativeloader.so;libsigchain.so;libutils.so;libwilhelm.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/arping,ELF32,ARM,/system/bin/linker,,libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/atrace,ELF32,ARM,/system/bin/linker,,libbinder.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libz.so;libbase.so;libpdx_default_transport.so;android.hardware.atrace@1.0.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/audioserver,ELF32,ARM,/system/bin/linker,,libaaudioservice.so;libaudioflinger.so;libaudiopolicyservice.so;libaudioprocessing.so;libbinder.so;libcutils.so;libhidlbase.so;liblog.so;libmedia.so;libmedialogservice.so;libmediautils.so;libnbaio.so;libnblog.so;libpowermanager.so;libutils.so;libvibrator.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/auditctl,ELF32,ARM,/system/bin/linker,,libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/awk,ELF32,ARM,/system/bin/linker,,libc.so;libm.so;libdl.so
system,/system/bin/awlogd,ELF32,ARM,/system/bin/linker,,libbase.so;libprocessgroup.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/badblocks,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_com_err.so;libext2_uuid.so;libext2_blkid.so;libext2_e2p.so;libc++.so;libc.so;libdl.so
system,/system/bin/bc,ELF32,ARM,/system/bin/linker,,libc.so;libm.so;libdl.so
system,/system/bin/bcc,ELF32,ARM,/system/bin/linker,,libbcc.so;libbcinfo.so;libLLVM_android.so;liblog.so;libvndksupport.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/blank_screen,ELF32,ARM,/system/bin/linker,,android.hardware.light@2.0.so;libbase.so;libbinder.so;libhidlbase.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/blkid,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_blkid.so;libext2_com_err.so;libext2_e2p.so;libc++.so;libc.so;libdl.so
system,/system/bin/bootanimation,ELF32,ARM,/system/bin/linker,,libandroidfw.so;libbase.so;libbinder.so;libcutils.so;liblog.so;libutils.so;libOpenSLES.so;libbootanimation.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bootctl,ELF32,ARM,/system/bin/linker,,android.hardware.boot@1.0.so;android.hardware.boot@1.1.so;android.hardware.boot@1.2.so;libhidlbase.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bootstat,ELF32,ARM,/system/bin/linker,,libbase.so;libcutils.so;liblog.so;libstatslog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bootstrap/linker,ELF32,ARM,,ld-android.so,
system,/system/bin/bootstrap/linkerconfig,ELF32,ARM,,,
system,/system/bin/boringssl_self_test32,ELF32,ARM,/system/bin/linker,,libcrypto.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bpfloader,ELF32,ARM,/system/bin/linker,,libcutils.so;libbpf_android.so;libbase.so;liblog.so;libnetdutils.so;libbpf.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bugreport,ELF32,ARM,/system/bin/linker,,libcutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bugreportz,ELF32,ARM,/system/bin/linker,,libbase.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/bzip2,ELF32,ARM,/system/bin/linker,,libc.so;libm.so;libdl.so
system,/system/bin/cameraserver,ELF32,ARM,/system/bin/linker,,libcameraservice.so;liblog.so;libutils.so;libui.so;libgui.so;libbinder.so;libhidlbase.so;android.hardware.camera.common@1.0.so;android.hardware.camera.provider@2.4.so;android.hardware.camera.provider@2.5.so;android.hardware.camera.provider@2.6.so;android.hardware.camera.provider@2.7.so;android.hardware.camera.device@1.0.so;android.hardware.camera.device@3.2.so;android.hardware.camera.device@3.4.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/charger,ELF32,ARM,/system/bin/linker,,android.hardware.health@2.0.so;android.hardware.health@2.1.so;libbase.so;libcutils.so;libhidlbase.so;liblog.so;libutils.so;libpng.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/clatd,ELF32,ARM,/system/bin/linker,,libcutils.so;liblog.so;libnetutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/clean_scratch_files,ELF32,ARM,/system/bin/linker,,libbase.so;libfs_mgr_binder.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/cmd,ELF32,ARM,/system/bin/linker,,libutils.so;liblog.so;libselinux.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/credstore,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libbinder_ndk.so;android.hardware.keymaster@4.0.so;libcredstore_aidl.so;libcrypto.so;libutils.so;libhidlbase.so;android.hardware.identity-support-lib.so;libkeymaster4support.so;libkeystore-attestation-application-id.so;android.hardware.security.keymint-V1-ndk_platform.so;android.security.authorization-ndk_platform.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/debuggerd,ELF32,ARM,/system/bin/linker,,libbase.so;libdebuggerd_client.so;liblog.so;libprocinfo.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dispctrl_1080p30fps,ELF32,ARM,/system/bin/linker,,libcutils.so;libsysutils.so;libutils.so;libui.so;libgui.so;libbinder.so;libc.so;libstdc++.so;libm.so
system,/system/bin/dmabuf_dump,ELF32,ARM,/system/bin/linker,,libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dmctl,ELF32,ARM,/system/bin/linker,,libbase.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dmuserd,ELF32,ARM,/system/bin/linker,,libbase.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dnsmasq,ELF32,ARM,/system/bin/linker,,libcutils.so;liblog.so;libc++.so;libc.so
system,/system/bin/drmserver,ELF32,ARM,/system/bin/linker,,libmediametrics.so;libmediautils.so;libcutils.so;libutils.so;liblog.so;libbinder.so;libdrmframeworkcommon.so;libselinux.so;libstagefright_foundation.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dumpstate,ELF32,ARM,/system/bin/linker,,android.hardware.dumpstate@1.0.so;android.hardware.dumpstate@1.1.so;libziparchive.so;libbase.so;libbinder.so;libcrypto.so;libcutils.so;libdebuggerd_client.so;libdumpstateaidl.so;libdumpstateutil.so;libdumputils.so;libhardware_legacy.so;libhidlbase.so;liblog.so;libutils.so;libbinderdebug.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/dumpsys,ELF32,ARM,/system/bin/linker,,libbase.so;libutils.so;liblog.so;libbinder.so;libbinderdebug.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/e2freefrag,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_com_err.so;libc++.so;libc.so;libdl.so
system,/system/bin/e2fsck,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_blkid.so;libext2_com_err.so;libext2_uuid.so;libext2_quota.so;libext2_e2p.so;libc++.so;libc.so;libdl.so
system,/system/bin/e2fsdroid,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_com_err.so;libext2_misc.so;libcutils.so;libbase.so;libselinux.so;libcrypto.so;libc.so;libm.so;libdl.so
system,/system/bin/flags_health_check,ELF32,ARM,/system/bin/linker,,libbase.so;server_configurable_flags.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/format_device,ELF32,ARM,/system/bin/linker,,libbase.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/fsck.exfat,ELF32,ARM,/system/bin/linker,,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/fsck.f2fs,ELF32,ARM,/system/bin/linker,,libext2_uuid.so;libsparse.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/fsck_msdos,ELF32,ARM,/system/bin/linker,,libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/fsverity_init,ELF32,ARM,/system/bin/linker,,libbase.so;libkeyutils.so;liblog.so;liblogwrap.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/gatekeeperd,ELF32,ARM,/system/bin/linker,,libbinder.so;libbinder_ndk.so;libgatekeeper.so;libgsi.so;liblog.so;libhardware.so;libbase.so;libutils.so;libcrypto.so;libhidlbase.so;android.hardware.gatekeeper@1.0.so;libgatekeeper_aidl.so;android.hardware.security.keymint-V1-ndk_platform.so;android.security.authorization-ndk_platform.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/gdbserver,ELF32,ARM,,,
system,/system/bin/gpioservice,ELF32,ARM,/system/bin/linker,,libgpioservice.so;libutils.so;liblog.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/gpuservice,ELF32,ARM,/system/bin/linker,,libbinder.so;libcutils.so;liblog.so;libutils.so;libgpuservice.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/gsi_tool,ELF32,ARM,/system/bin/linker,,gsi_aidl_interface-cpp.so;libbase.so;libbinder.so;libcutils.so;libgsi.so;liblog.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/gsid,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libcrypto.so;liblog.so;libprocessgroup.so;libvndksupport.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/heapprofd,ELF32,ARM,/system/bin/linker,,libbase.so;liblog.so;libprocinfo.so;libunwindstack.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/hw/android.hidl.allocator@1.0-service,ELF32,ARM,/system/bin/linker,,android.hidl.allocator@1.0.so;libhidlbase.so;libbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/hw/android.system.suspend@1.0-service,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libcutils.so;libhidlbase.so;liblog.so;libutils.so;android.system.suspend.control-V1-cpp.so;android.system.suspend.control.internal-cpp.so;android.system.suspend@1.0.so;libSuspendProperties.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/hwservicemanager,ELF32,ARM,/system/bin/linker,,android.hidl.token@1.0.so;libcrypto.so;libbase.so;libhidl-gen-utils.so;libselinux.so;libutils.so;libvintf.so;libhidlbase.so;liblog.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/idlcli,ELF32,ARM,/system/bin/linker,,android.hardware.vibrator-V2-ndk_platform.so;android.hardware.vibrator@1.0.so;android.hardware.vibrator@1.1.so;android.hardware.vibrator@1.2.so;android.hardware.vibrator@1.3.so;libbase.so;libbinder_ndk.so;libhidlbase.so;liblog.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/idmap2,ELF32,ARM,/system/bin/linker,,libandroidfw.so;libbase.so;libcutils.so;libidmap2.so;libidmap2_policies.so;libprotobuf-cpp-lite.so;libutils.so;libz.so;libziparchive.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/idmap2d,ELF32,ARM,/system/bin/linker,,libandroidfw.so;libbase.so;libbinder.so;libcutils.so;libidmap2.so;libidmap2_policies.so;libprotobuf-cpp-lite.so;libutils.so;libziparchive.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/incident,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libcutils.so;liblog.so;libutils.so;libincidentpriv.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/incident_helper,ELF32,ARM,/system/bin/linker,,libbase.so;liblog.so;libprotoutil.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/incidentd,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libdebuggerd_client.so;libdumputils.so;libincidentpriv.so;liblog.so;libprotoutil.so;libservices.so;libutils.so;libprotobuf-cpp-lite.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/init,ELF32,ARM,/system/bin/bootstrap/linker,,libbacktrace.so;libbase.so;libbootloader_message.so;libcutils.so;libext4_utils.so;libfs_mgr.so;libgsi.so;libhidl-gen-utils.so;libkeyutils.so;liblog.so;liblogwrap.so;liblp.so;libprocessgroup.so;libprocessgroup_setup.so;libselinux.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/installd,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;libcrypto.so;libcutils.so;liblog.so;liblogwrap.so;libprocessgroup.so;libselinux.so;libutils.so;server_configurable_flags.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iorap.cmd.compiler,ELF32,ARM,/system/bin/linker,,libclang_rt.ubsan_standalone-arm-android.so;libprotobuf-cpp-lite.so;libperfetto.so;libbinder.so;libutils.so;libcutils.so;libfruit.so;libprotobuf-cpp-full.so;server_configurable_flags.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iorap.cmd.maintenance,ELF32,ARM,/system/bin/linker,,libclang_rt.ubsan_standalone-arm-android.so;libprotobuf-cpp-lite.so;libminijail.so;libsqlite.so;libperfetto.so;libbinder.so;libutils.so;libcutils.so;libfruit.so;libprotobuf-cpp-full.so;server_configurable_flags.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iorap.inode2filename,ELF32,ARM,/system/bin/linker,,libclang_rt.ubsan_standalone-arm-android.so;libbinder.so;libutils.so;libcutils.so;libfruit.so;libprotobuf-cpp-full.so;server_configurable_flags.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iorap.prefetcherd,ELF32,ARM,/system/bin/linker,,libclang_rt.ubsan_standalone-arm-android.so;libprotobuf-cpp-lite.so;libminijail.so;libbinder.so;libutils.so;libcutils.so;libfruit.so;libprotobuf-cpp-full.so;server_configurable_flags.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iorapd,ELF32,ARM,/system/bin/linker,,libsqlite.so;libminijail.so;libperfetto.so;libbinder.so;libutils.so;libcutils.so;libfruit.so;libprotobuf-cpp-full.so;server_configurable_flags.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iosimu,ELF32,ARM,,,
system,/system/bin/iotop,ELF32,ARM,/system/bin/linker,,libnl.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/ip,ELF32,ARM,/system/bin/linker,,libiprouteutil.so;libnetlink.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iperf3,ELF32,ARM,/system/bin/linker,,libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iptables,ELF32,ARM,/system/bin/linker,,libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/isomountservice,ELF32,ARM,/system/bin/linker,,libisomountmanagerservice.so;libutils.so;liblog.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/iw,ELF32,ARM,/system/bin/linker,,libnl.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/keystore2,ELF32,ARM,/system/bin/linker,,libbinder_ndk.so;libcutils.so;liblog.so;libc.so;libm.so;libdl.so;libkeystore2_aaid.so;libkeystore2_apc_compat.so;libkeystore2_crypto.so;libcrypto.so;libkm_compat_service.so;libselinux.so;libkeystore2_vintf_cpp.so;libsqlite.so
system,/system/bin/keystore_cli_v2,ELF32,ARM,/system/bin/linker,,android.security.apc-ndk_platform.so;android.system.keystore2-V1-ndk_platform.so;libbinder.so;libbinder_ndk.so;libchrome.so;libcrypto.so;libkeymint_support.so;libprotobuf-cpp-lite.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/kmsgd,ELF32,ARM,/system/bin/linker,,libbase.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/ld.mc,ELF32,ARM,/system/bin/linker,,libLLVM_android.so;libz.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/librank,ELF32,ARM,/system/bin/linker,,libbase.so;libmeminfo.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/llkd,ELF32,ARM,/system/bin/linker,,libbase.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/lmkd,ELF32,ARM,/system/bin/linker,,libcutils.so;liblog.so;libprocessgroup.so;libpsi.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/lockagent_crasher,ELF32,ARM,/system/bin/linker,,liblog.so;libc.so;libm.so;libdl.so
system,/system/bin/logcat,ELF32,ARM,/system/bin/linker,,libbase.so;libprocessgroup.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/logd,ELF32,ARM,/system/bin/linker,,libbase.so;libz.so;libsysutils.so;libcutils.so;libpackagelistparser.so;libprocessgroup.so;libcap.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/logwrapper,ELF32,ARM,/system/bin/linker,,libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/lpdump,ELF32,ARM,/system/bin/linker,,libbase.so;liblog.so;liblp.so;liblpdump_interface-cpp.so;libbinder.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/lpdumpd,ELF32,ARM,/system/bin/linker,,libbase.so;libbinder.so;liblog.so;liblp.so;liblpdump.so;liblpdump_interface-cpp.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/lshal,ELF32,ARM,/system/bin/linker,,libbase.so;libbinderdebug.so;libcutils.so;libutils.so;libhidlbase.so;libhidl-gen-hash.so;libhidl-gen-utils.so;libvintf.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/make_f2fs,ELF32,ARM,/system/bin/linker,,libext2_uuid.so;libsparse.so;libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mdnsd,ELF32,ARM,,,
system,/system/bin/mediaextractor,ELF32,ARM,/system/bin/linker,,libmedia.so;libmediaextractorservice.so;libmediautils.so;libbinder.so;libutils.so;liblog.so;libavservices_minijail.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mediametrics,ELF32,ARM,/system/bin/linker,,libbinder.so;liblog.so;libmediametricsservice.so;libmediautils.so;libutils.so;mediametricsservice-aidl-cpp.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mediaserver,ELF32,ARM,/system/bin/linker,,android.hardware.media.omx@1.0.so;libandroidicu.so;libfmq.so;libbinder.so;libhidlbase.so;liblog.so;libmediaplayerservice.so;libresourcemanagerservice.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/memtester,ELF32,ARM,,,
system,/system/bin/mini-keyctl,ELF32,ARM,/system/bin/linker,,libbase.so;libkeyutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mke2fs,ELF32,ARM,/system/bin/linker,,libext2fs.so;libext2_blkid.so;libext2_misc.so;libext2_uuid.so;libext2_quota.so;libext2_com_err.so;libext2_e2p.so;libc.so;libm.so;libdl.so
system,/system/bin/mkfs.exfat,ELF32,ARM,/system/bin/linker,,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mkntfs,ELF32,ARM,/system/bin/linker,,libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mount.exfat,ELF32,ARM,/system/bin/linker,,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/mtpd,ELF32,ARM,/system/bin/linker,,libcrypto.so;libcutils.so;liblog.so;libnetd_client.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/multi_ir,ELF32,ARM,/system/bin/linker,,libcutils.so;liblog.so;libutils.so;libbinder.so;libandroid_runtime.so;libmultiirservice.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/ndc,ELF32,ARM,/system/bin/linker,,libbase.so;libnetdutils.so;libnetutils.so;libcutils.so;liblog.so;libutils.so;libbinder.so;dnsresolver_aidl_interface-V7-cpp.so;netd_aidl_interface-V6-cpp.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/bin/netd,ELF32,ARM,/system/bin/linker,,android.system.net.netd@1.0.so;android.system.net.netd@1.1.so;libbase.so;libbinder.so;libbpf_android.so;libcutils.so;libhidlbase.so;liblog.so;libmdnssd.so;libnetd_resolv.so;libnetdbpf.so;libnetdutils.so;libnetutils.so;libpcap.so;libprocessgroup.so;libqtaguid.so;libselinux.so;libsysutils.so;libutils.so;netd_aidl_interface-V7-cpp.so;netd_event_listener_interface-V1-cpp.so;oemnetd_aidl_interface-cpp.so;libc++.so;libc.so;libm.so;libdl.so
